id,name,region,subregion_or_pdo_pgi,cultivars,harvest_year,category,color,fruitiness_intensity,bitterness_intensity,pungency_intensity,aroma_notes,taste_notes,defects,processing,filtration,acidity_pct,awards,description
INT-000514,Saronic Shores • South Australia,South Australia,South Australia,Arbosana,2024.1273338192213,EVOO,golden-green,6.314698915639495,3.9622322181197007,5.41806471158253,ripe apple;herbs;almond,smooth;gentle bitterness,none,cold extraction,filtered,0.37876727703991175,—,"Attica blend, approachable and smooth for everyday use."
INT-000671,Corfiot Lianolia • Puglia,Puglia,Tuscany,Picholine,2023.96879126032,EVOO,green-gold,6.895954301012492,3.7504839758730752,4.452940944191974,green walnut;wild fennel;apple skin,silky;fresh;medium pepper,none,cold-extracted,filtered,0.29013608030625054,—,Elegant Corfiot oil with herbal lift; shines on steamed vegetables and fish.
INT-000265,Laconian Peaks • Mendoza,Mendoza,Mendoza,Arbosana,2024.0072562864282,EVOO,bright green,7.4053168665391595,5.100787349935993,6.724687267272431,green banana;wild herbs;chicory,gentle bitterness;clean;long aftertaste,none,"two-phase mill, cold",unfiltered,0.3181161821557254,—,"Athinolia brings elegance and floral notes, softened by Koroneiki; versatile everyday oil."
INT-000616,Tsounati Mountain • Judean Hills,Judean Hills,Judean Hills,Chemlali,2023.9969808877868,EVOO,deep green,7.439782923074096,6.858201496899693,8.25,wild greens;artichoke;oregano,bold bitterness;strong pepper,none,"cold extraction, two-phase",unfiltered,0.22910231054556543,—,Mountain Tsounati with intense pepper and wild herb character.
INT-000330,Corfiot Lianolia • La Rioja,La Rioja,La Rioja,Leccino,2023.9472082627674,EVOO,green-gold,6.565463538588988,4.556807419520435,5.2076913388495685,green walnut;wild fennel;apple skin,silky;fresh;medium pepper,none,cold-extracted,filtered,0.3212195128993197,—,Elegant Corfiot oil with herbal lift; shines on steamed vegetables and fish.
INT-000343,Nestos Riverbank • Judean Hills,Judean Hills,Judean Hills,Leccino,2024.0249267501117,EVOO,green,6.735916335790068,4.869014025702097,7.001467342256184,green tomato;rocket;peppercorn,firm;spicy;clean finish,none,"cold, inert gas",filtered,0.3048192140958687,—,Thracian blend with zesty tomato‑leaf and spicy finish.
INT-000395,Peloponnesian Grove • Sacramento Valley,Sacramento Valley,Napa,Picholine,2024.027164669278,EVOO,deep green-gold,8.536472828863984,6.0228609248589455,6.501033907055525,green apple;fresh-cut grass;tomato leaf;artichoke,balanced;slightly peppery;almond finish,none,cold-extracted <27°C,filtered,0.236142805464819,—,Koroneiki from Messinia with bright green fruitiness and a peppery finish; ideal for salads and grilled fish.
INT-000080,Olympia Fields • Akkar,Akkar,Koura,Leccino,2023.9898270760095,EVOO,green-gold,7.083549494211917,4.950559909995587,6.077254694949393,fresh-cut grass;green almond;citrus zest,balanced;clean;medium pepper,none,three-phase,filtered,0.2843552764776869,—,Clean classic profile; versatile on legumes and grilled vegetables.
INT-000149,Mytilene Estate • Galilee,Galilee,Judean Hills,Frantoio,2024.0799047692788,EVOO,golden-green,5.362755697702626,3.78700145296605,4.978643925886905,ripe tomato;oregano;dried fig,rounded;pleasant;light pepper,none,"two-phase, cold",filtered,0.41089414145253483,—,Classically soft Kolovi suitable for mild salads.
INT-000351,Phthiotis Vale • Castilla-La Mancha,Castilla-La Mancha,Extremadura,Cornicabra,2024.1019050079778,EVOO,golden,5.043691397861924,3.342837311109621,2.75,ripe apple;dried herb;almond,soft;low bitterness;light heat,none,cold extraction,filtered,0.4294170311348231,—,"Gentle mainland blend with friendly, ripe flavor profile."
INT-000383,Arcadian Orchard • Fès-Meknès,Fès-Meknès,Fès-Meknès,Picholine,2023.9758291618982,EVOO,golden,6.1114005915028455,4.1233486300940685,4.03964691593016,ripe pear;chamomile;almond,buttery;gentle bitterness,none,cold extraction,filtered,0.36944504475424356,—,Approachable blend suited for everyday cooking and baking.
INT-000441,Makri Heritage • San Joaquin,San Joaquin,San Joaquin,Manzanilla,2023.900510930226,EVOO,emerald green,8.835698590947462,4.933982050371321,6.533311846202557,tomato leaf;green pepper;fresh herbs,crisply bitter;vivid pepper,none,"cold extraction, decanter",unfiltered,0.27918747868561317,—,"Distinct Makri cultivar, tomato‑leaf aromas and vibrant pepper; superb for bruschetta."
INT-000310,Makri Heritage • Beira Interior,Beira Interior,Trás-os-Montes,Coratina,2023.9691273023436,EVOO,emerald green,8.164066364277684,5.5450275369123885,6.888590227058692,tomato leaf;green pepper;fresh herbs,crisply bitter;vivid pepper,none,"cold extraction, decanter",unfiltered,0.2706158185552344,—,"Distinct Makri cultivar, tomato‑leaf aromas and vibrant pepper; superb for bruschetta."
INT-000708,Zakynthos Grove • Languedoc,Languedoc,Languedoc,Arbequina,2024.0129329819056,EVOO,green,7.347219220361908,5.193147283151935,6.306172598577167,green banana;parsley;pepper leaf,fresh;medium body;clean heat,none,two-phase,unfiltered,0.3241093647355684,—,Lively island Koroneiki with green banana and clean peppery lift.
INT-000134,Thassos Throumpa • Irbid,Irbid,Irbid,Koroneiki,2024.0730956355033,EVOO,golden,4.9733142944698505,3.2052150975287166,3.957494449392178,ripe olive;dried almond;hay,mellow;sweet entry;light pepper,none,cold extraction,unfiltered,0.4395554246730763,—,Soft island profile with ripe notes; ideal for pastries and mellow dishes.
INT-000382,Zakynthos Grove • Victoria,Victoria,New South Wales,Manzanilla,2024.061863102809,EVOO,green,6.972810308265679,5.024341105748083,5.720223944853951,green banana;parsley;pepper leaf,fresh;medium body;clean heat,none,two-phase,unfiltered,0.30977953910898254,—,Lively island Koroneiki with green banana and clean peppery lift.
INT-000214,Cretan Ridge • Akkar,Akkar,Koura,Barnea,2024.0358803470492,EVOO,vibrant green,8.294578583462394,7.2,7.887851084279146,rocket;artichoke;green almond;oregano,robust;spicy;lingering pepper,none,"three-phase mill, nitrogen blanket",filtered,0.25231710985183364,NYIOOC 2024 Gold (fictional),Powerful Cretan profile with high fruitiness and pungency; stands up to roasted meats.
INT-000660,Sitia Sunrise • San Joaquin,San Joaquin,San Joaquin,Leccino,2023.8984633646512,EVOO,bright green,8.710520913330933,5.620377114195938,7.4749912545857065,green tomato;artichoke;nettle,firm bitterness;spicy tail,none,"three-phase, inert gas",filtered,0.1875,—,High‑energy Sitia EVOO with classic Cretan grassiness; for soups and grilled octopus.
INT-000056,Sitia Sunrise • Sousse,Sousse,Sfax,Manzanilla,2024.0180977467935,EVOO,bright green,7.989975383773771,6.261148762422879,6.862478210878453,green tomato;artichoke;nettle,firm bitterness;spicy tail,none,"three-phase, inert gas",filtered,0.20453103774600076,—,High‑energy Sitia EVOO with classic Cretan grassiness; for soups and grilled octopus.
INT-000737,Messinian Classic • Taza,Taza,Marrakech-Safi,Chemlali,2024.0036943371792,EVOO,green-gold,6.492720911183528,5.811212617158962,6.72479977482268,artichoke;arugula;green almond,assertive;peppery;structured,none,cold-extracted,filtered,0.27420595147938004,—,Quintessential Messinian Koroneiki; assertive but balanced; for red sauces and grills.
INT-000621,Argolic Breeze • Catamarca,Catamarca,Mendoza,Cornicabra,2023.93589532857,EVOO,golden-green,5.914980965679493,3.0623791203785182,3.3237732897963514,ripe apple;pear;chamomile,mild;buttery;light pepper,none,cold-extracted <27°C,filtered,0.2725360063508093,—,Classic Manaki with mild bitterness and delicate aromas; great for baking and white cheeses.
INT-000583,Olympia Fields • Sfax,Sfax,Sousse,Arbosana,2023.9743178989659,EVOO,green-gold,6.383505913626922,4.431968640675198,6.5798942484554725,fresh-cut grass;green almond;citrus zest,balanced;clean;medium pepper,none,three-phase,filtered,0.2508812812119165,—,Clean classic profile; versatile on legumes and grilled vegetables.
INT-000674,Lesvos Hills • New South Wales,New South Wales,South Australia,Koroneiki,2024.0247428933637,EVOO,golden,5.935078359965351,3.2513620629298354,3.7938418191027328,ripe tomato;dried herbs;almond,soft;rounded;subtle heat,none,"two-phase, cold",filtered,0.3367185455434517,—,Gentle island blend with ripe fruit notes; friendly for desserts and light sautés.
INT-000528,Mytilene Estate • Victoria,Victoria,Victoria,Picual,2024.0370924015072,EVOO,golden-green,5.20834213450822,3.735215609526563,4.079254002855456,ripe tomato;oregano;dried fig,rounded;pleasant;light pepper,none,"two-phase, cold",filtered,0.38335837261864103,—,Classically soft Kolovi suitable for mild salads.
INT-000197,Olympia Fields • Languedoc,Languedoc,Languedoc,Koroneiki,2023.9078002897659,EVOO,green-gold,6.912856951285409,6.036581577251322,6.269082346739161,fresh-cut grass;green almond;citrus zest,balanced;clean;medium pepper,none,three-phase,filtered,0.2873179686374451,—,Clean classic profile; versatile on legumes and grilled vegetables.
INT-000714,Saronic Shores • Trás-os-Montes,Trás-os-Montes,Trás-os-Montes,Koroneiki,2023.9624956205187,EVOO,golden-green,5.456190775007044,3.8647475066034547,5.448196207310597,ripe apple;herbs;almond,smooth;gentle bitterness,none,cold extraction,filtered,0.3529494891878968,—,"Attica blend, approachable and smooth for everyday use."
INT-000690,Makri Heritage • Galilee,Galilee,Judean Hills,Chetoui,2023.888919605366,EVOO,emerald green,8.076254881123342,4.484978577259214,6.32638191924707,tomato leaf;green pepper;fresh herbs,crisply bitter;vivid pepper,none,"cold extraction, decanter",unfiltered,0.2546981909130765,—,"Distinct Makri cultivar, tomato‑leaf aromas and vibrant pepper; superb for bruschetta."
INT-000061,Sitia Sunrise • Fès-Meknès,Fès-Meknès,Taza,Picholine,2023.980997850113,EVOO,bright green,7.541508531936853,5.286044781038298,7.334907293548935,green tomato;artichoke;nettle,firm bitterness;spicy tail,none,"three-phase, inert gas",filtered,0.21098806516465873,—,High‑energy Sitia EVOO with classic Cretan grassiness; for soups and grilled octopus.
INT-000577,Peloponnesian Grove • Victoria,Victoria,Victoria,Picual,2023.9740646942046,EVOO,deep green-gold,7.9586027931109395,6.491114886662275,6.8678998908427795,green apple;fresh-cut grass;tomato leaf;artichoke,balanced;slightly peppery;almond finish,none,cold-extracted <27°C,filtered,0.23365089236647948,—,Koroneiki from Messinia with bright green fruitiness and a peppery finish; ideal for salads and grilled fish.
INT-000632,Tsounati Mountain • Trás-os-Montes,Trás-os-Montes,Alentejo,Manzanilla,2023.9687579244855,EVOO,deep green,8.637330859276545,5.798075635167104,8.146299881083715,wild greens;artichoke;oregano,bold bitterness;strong pepper,none,"cold extraction, two-phase",unfiltered,0.21189423279953792,—,Mountain Tsounati with intense pepper and wild herb character.
INT-000432,Laconian Peaks • Sacramento Valley,Sacramento Valley,Sonoma,Chemlali,2023.9939494006564,EVOO,bright green,6.479991237312951,5.3970249416592235,6.514585941939908,green banana;wild herbs;chicory,gentle bitterness;clean;long aftertaste,none,"two-phase mill, cold",unfiltered,0.30574814003700385,—,"Athinolia brings elegance and floral notes, softened by Koroneiki; versatile everyday oil."
INT-000604,Nestos Riverbank • Hawke's Bay,Hawke's Bay,Wairarapa,Barnea,2024.0096210202216,EVOO,green,7.1872613144181745,5.272493699096733,6.457778066195178,green tomato;rocket;peppercorn,firm;spicy;clean finish,none,"cold, inert gas",filtered,0.21458546864642616,—,Thracian blend with zesty tomato‑leaf and spicy finish.
INT-000443,Thassos Throumpa • Provence,Provence,Languedoc,Koroneiki,2023.9785774262525,EVOO,golden,4.905255103982877,3.04681415100139,3.1311849394819617,ripe olive;dried almond;hay,mellow;sweet entry;light pepper,none,cold extraction,unfiltered,0.43008974124164223,—,Soft island profile with ripe notes; ideal for pastries and mellow dishes.
INT-000437,Lesvos Hills • Taza,Taza,Marrakech-Safi,Leccino,2023.9946609340557,EVOO,golden,5.363401743862773,4.648173200072561,3.009550489551193,ripe tomato;dried herbs;almond,soft;rounded;subtle heat,none,"two-phase, cold",filtered,0.42030408370855227,—,Gentle island blend with ripe fruit notes; friendly for desserts and light sautés.
INT-000248,Phthiotis Vale • O'Higgins,O'Higgins,Maule,Arbosana,2024.0328528377295,EVOO,golden,5.588133775169211,3.262995177687582,3.719647423777352,ripe apple;dried herb;almond,soft;low bitterness;light heat,none,cold extraction,filtered,0.3924576807799075,—,"Gentle mainland blend with friendly, ripe flavor profile."
INT-000587,Olympia Fields • Judean Hills,Judean Hills,Judean Hills,Koroneiki,2024.0131665788185,EVOO,green-gold,6.784057295761068,5.17794131011182,5.1357674945776495,fresh-cut grass;green almond;citrus zest,balanced;clean;medium pepper,none,three-phase,filtered,0.2711870820955482,—,Clean classic profile; versatile on legumes and grilled vegetables.
INT-000570,Phthiotis Vale • Wairarapa,Wairarapa,Wairarapa,Leccino,2024.0299943710484,EVOO,golden,4.823065143701998,2.8,3.1314576395554066,ripe apple;dried herb;almond,soft;low bitterness;light heat,none,cold extraction,filtered,0.3930049825866092,—,"Gentle mainland blend with friendly, ripe flavor profile."
INT-000091,Sitia Sunrise • Balıkesir,Balıkesir,Aydın,Mission,2024.0187066384576,EVOO,bright green,7.204635534090532,6.309645047445241,7.392879511673362,green tomato;artichoke;nettle,firm bitterness;spicy tail,none,"three-phase, inert gas",filtered,0.1875,—,High‑energy Sitia EVOO with classic Cretan grassiness; for soups and grilled octopus.
INT-000651,Laconian Peaks • Hawke's Bay,Hawke's Bay,Wairarapa,Picual,2024.0529094979415,EVOO,bright green,7.3764350205666105,5.659180696114215,6.465043542231473,green banana;wild herbs;chicory,gentle bitterness;clean;long aftertaste,none,"two-phase mill, cold",unfiltered,0.3239736676857877,—,"Athinolia brings elegance and floral notes, softened by Koroneiki; versatile everyday oil."
INT-000182,Nestos Riverbank • Aydın,Aydın,Aydın,Frantoio,2024.1103751583933,EVOO,green,6.660753865843542,4.969756411688242,7.000648789608374,green tomato;rocket;peppercorn,firm;spicy;clean finish,none,"cold, inert gas",filtered,0.2915761023438252,—,Thracian blend with zesty tomato‑leaf and spicy finish.
INT-000791,Phthiotis Vale • Wairarapa,Wairarapa,Hawke's Bay,Koroneiki,2023.9217435554517,EVOO,golden,4.8,3.0353980618789906,2.75,ripe apple;dried herb;almond,soft;low bitterness;light heat,none,cold extraction,filtered,0.40652942614331716,—,"Gentle mainland blend with friendly, ripe flavor profile."
INT-000555,Chalkidiki Grove • Extremadura,Extremadura,Valencia,Chemlali,2024.0591255323907,EVOO,green,7.322743613532831,5.084477010760177,6.011780953653501,fresh grass;green apple;thyme,balanced;crisp;clean finish,none,"two-phase, cold",filtered,0.33140981529271274,—,Northern Greek blend with bright aromatics and tidy finish; great with greens pies.
INT-000291,Laconian Peaks • Victoria,Victoria,South Australia,Picual,2023.9843973573225,EVOO,bright green,7.4574101391680125,5.269718752597587,5.961251182068289,green banana;wild herbs;chicory,gentle bitterness;clean;long aftertaste,none,"two-phase mill, cold",unfiltered,0.3115248391141873,—,"Athinolia brings elegance and floral notes, softened by Koroneiki; versatile everyday oil."
INT-000159,Phthiotis Vale • Fès-Meknès,Fès-Meknès,Fès-Meknès,Picholine,2023.968400056117,EVOO,golden,5.684303725905259,3.348121210869139,3.008197661698391,ripe apple;dried herb;almond,soft;low bitterness;light heat,none,cold extraction,filtered,0.4284570128824025,—,"Gentle mainland blend with friendly, ripe flavor profile."
INT-000070,Laconian Peaks • Sonoma,Sonoma,Napa,Cornicabra,2024.0240911765818,EVOO,bright green,6.5213755551538215,4.138051831161689,6.219841812720552,green banana;wild herbs;chicory,gentle bitterness;clean;long aftertaste,none,"two-phase mill, cold",unfiltered,0.25705013008138977,—,"Athinolia brings elegance and floral notes, softened by Koroneiki; versatile everyday oil."
INT-000518,Olympia Fields • Zgharta,Zgharta,Zgharta,Coratina,2024.0868032680246,EVOO,green-gold,7.018919792079187,4.735410458472856,6.352134222486441,fresh-cut grass;green almond;citrus zest,balanced;clean;medium pepper,none,three-phase,filtered,0.28591869125037966,—,Clean classic profile; versatile on legumes and grilled vegetables.
INT-000132,Zakynthos Grove • Hawke's Bay,Hawke's Bay,Hawke's Bay,Arbequina,2024.0685329185128,EVOO,green,6.947223880557973,5.680677702094668,4.198420337890466,green banana;parsley;pepper leaf,fresh;medium body;clean heat,none,two-phase,unfiltered,0.30168405423736044,—,Lively island Koroneiki with green banana and clean peppery lift.
INT-000045,Makri Heritage • Umbria,Umbria,Puglia,Arbequina,2023.9890304747591,EVOO,emerald green,7.512564792833951,5.6235726451721275,6.836842125870119,tomato leaf;green pepper;fresh herbs,crisply bitter;vivid pepper,none,"cold extraction, decanter",unfiltered,0.2217418706780792,—,"Distinct Makri cultivar, tomato‑leaf aromas and vibrant pepper; superb for bruschetta."
INT-000071,Corfiot Lianolia • Zgharta,Zgharta,Zgharta,Chetoui,2023.9846160579239,EVOO,green-gold,7.601744291547727,3.8221332185366563,5.106457000922662,green walnut;wild fennel;apple skin,silky;fresh;medium pepper,none,cold-extracted,filtered,0.2980987332475647,—,Elegant Corfiot oil with herbal lift; shines on steamed vegetables and fish.
INT-000692,Cretan Ridge • Alentejo,Alentejo,Ribatejo,Cornicabra,2023.9940837074282,EVOO,vibrant green,9.102654843005931,6.450465262165382,8.077936369632214,rocket;artichoke;green almond;oregano,robust;spicy;lingering pepper,none,"three-phase mill, nitrogen blanket",filtered,0.2373236915001528,NYIOOC 2024 Gold (fictional),Powerful Cretan profile with high fruitiness and pungency; stands up to roasted meats.
INT-000356,Tsounati Mountain • Irbid,Irbid,Ajloun,Taggiasca,2024.0592906448649,EVOO,deep green,8.283186297633591,5.885619891223006,7.746540688245121,wild greens;artichoke;oregano,bold bitterness;strong pepper,none,"cold extraction, two-phase",unfiltered,0.21636876303553287,—,Mountain Tsounati with intense pepper and wild herb character.
INT-000445,Lesvos Hills • Victoria,Victoria,South Australia,Coratina,2024.0776862250634,EVOO,golden,5.650357998612676,4.7890922930924855,4.185294990389263,ripe tomato;dried herbs;almond,soft;rounded;subtle heat,none,"two-phase, cold",filtered,0.40354524189607754,—,Gentle island blend with ripe fruit notes; friendly for desserts and light sautés.
INT-000762,Messinian Classic • Victoria,Victoria,Victoria,Taggiasca,2024.0267261936233,EVOO,green-gold,7.050624982047835,5.838380629847051,6.347816917985466,artichoke;arugula;green almond,assertive;peppery;structured,none,cold-extracted,filtered,0.24984381474175008,—,Quintessential Messinian Koroneiki; assertive but balanced; for red sauces and grills.
INT-000136,Nestos Riverbank • İzmir,İzmir,Aydın,Mission,2024.0559804363584,EVOO,green,6.332271920848597,5.883441379768035,6.94045449631187,green tomato;rocket;peppercorn,firm;spicy;clean finish,none,"cold, inert gas",filtered,0.27470190033795144,—,Thracian blend with zesty tomato‑leaf and spicy finish.
INT-000083,Tsounati Mountain • Fès-Meknès,Fès-Meknès,Marrakech-Safi,Frantoio,2023.9788263007842,EVOO,deep green,8.08045065776062,5.807610627037156,8.17606667106338,wild greens;artichoke;oregano,bold bitterness;strong pepper,none,"cold extraction, two-phase",unfiltered,0.25926897468616744,—,Mountain Tsounati with intense pepper and wild herb character.
INT-000166,Laconian Peaks • Judean Hills,Judean Hills,Galilee,Frantoio,2023.8872178952734,EVOO,bright green,6.9003294836973215,4.685991786377092,6.102444432730867,green banana;wild herbs;chicory,gentle bitterness;clean;long aftertaste,none,"two-phase mill, cold",unfiltered,0.3307062236182874,—,"Athinolia brings elegance and floral notes, softened by Koroneiki; versatile everyday oil."
INT-000165,Zakynthos Grove • Valencia,Valencia,Extremadura,Frantoio,2024.0646811712027,EVOO,green,6.804296752891266,5.633893108115831,5.80506704165487,green banana;parsley;pepper leaf,fresh;medium body;clean heat,none,two-phase,unfiltered,0.32746613691960474,—,Lively island Koroneiki with green banana and clean peppery lift.
INT-000029,Zakynthos Grove • Koura,Koura,Akkar,Chetoui,2023.9943814187122,EVOO,green,7.058964660608109,4.848333969751936,4.920364909480412,green banana;parsley;pepper leaf,fresh;medium body;clean heat,none,two-phase,unfiltered,0.30961330614935106,—,Lively island Koroneiki with green banana and clean peppery lift.
INT-000449,Olympia Fields • Irbid,Irbid,Ajloun,Chemlali,2024.0200341171585,EVOO,green-gold,6.899749451761972,5.462415825933065,5.529176510845101,fresh-cut grass;green almond;citrus zest,balanced;clean;medium pepper,none,three-phase,filtered,0.29749246232166854,—,Clean classic profile; versatile on legumes and grilled vegetables.
INT-000194,Zakynthos Grove • Aydın,Aydın,İzmir,Frantoio,2023.963552501608,EVOO,green,7.105623834231308,4.23596814520886,6.0552517492013855,green banana;parsley;pepper leaf,fresh;medium body;clean heat,none,two-phase,unfiltered,0.29713984348531164,—,Lively island Koroneiki with green banana and clean peppery lift.
INT-000240,Mytilene Estate • Koura,Koura,Akkar,Frantoio,2024.0092370128373,EVOO,golden-green,6.5290713985033015,4.647433340451955,4.088254659100244,ripe tomato;oregano;dried fig,rounded;pleasant;light pepper,none,"two-phase, cold",filtered,0.37539042238987924,—,Classically soft Kolovi suitable for mild salads.
INT-000725,Phthiotis Vale • Tuscany,Tuscany,Tuscany,Picholine,2023.9462522633653,EVOO,golden,4.8,3.2057274380362966,2.75,ripe apple;dried herb;almond,soft;low bitterness;light heat,none,cold extraction,filtered,0.38254749635382224,—,"Gentle mainland blend with friendly, ripe flavor profile."
INT-000731,Olympia Fields • Zgharta,Zgharta,Akkar,Cornicabra,2024.0236278132445,EVOO,green-gold,6.889121452644779,5.102233262075673,6.6477950267520916,fresh-cut grass;green almond;citrus zest,balanced;clean;medium pepper,none,three-phase,filtered,0.2506677721787801,—,Clean classic profile; versatile on legumes and grilled vegetables.
INT-000137,Thassos Throumpa • Hawke's Bay,Hawke's Bay,Wairarapa,Koroneiki,2023.9770440087755,EVOO,golden,5.103551313659901,2.877605826955424,2.75,ripe olive;dried almond;hay,mellow;sweet entry;light pepper,none,cold extraction,unfiltered,0.4527038297415297,—,Soft island profile with ripe notes; ideal for pastries and mellow dishes.
INT-000665,Argolic Breeze • İzmir,İzmir,Balıkesir,Chetoui,2024.1447180444359,EVOO,golden-green,5.931300014646139,2.846683279686686,4.05237585418097,ripe apple;pear;chamomile,mild;buttery;light pepper,none,cold-extracted <27°C,filtered,0.35392218679194776,—,Classic Manaki with mild bitterness and delicate aromas; great for baking and white cheeses.
INT-000312,Peloponnesian Grove • South Australia,South Australia,New South Wales,Arbequina,2024.094266685829,EVOO,deep green-gold,7.663829885726122,5.337196688714406,5.884791864822647,green apple;fresh-cut grass;tomato leaf;artichoke,balanced;slightly peppery;almond finish,none,cold-extracted <27°C,filtered,0.28441046719102514,—,Koroneiki from Messinia with bright green fruitiness and a peppery finish; ideal for salads and grilled fish.
INT-000141,Arcadian Orchard • Balıkesir,Balıkesir,İzmir,Chemlali,2023.9954284681191,EVOO,golden,5.807327807541808,3.505916058098626,4.179282908429176,ripe pear;chamomile;almond,buttery;gentle bitterness,none,cold extraction,filtered,0.4115861027882522,—,Approachable blend suited for everyday cooking and baking.
INT-000474,Makri Heritage • Irbid,Irbid,Irbid,Arbequina,2024.0530819118676,EVOO,emerald green,7.977179056470675,4.4981633467389175,6.986182731694795,tomato leaf;green pepper;fresh herbs,crisply bitter;vivid pepper,none,"cold extraction, decanter",unfiltered,0.25900713294586913,—,"Distinct Makri cultivar, tomato‑leaf aromas and vibrant pepper; superb for bruschetta."
7,Corfiot Lianolia,Ionian Islands,Corfu,Lianolia Kerkyras,2024.0,EVOO,green-gold,7.0,4.0,5.0,green walnut;wild fennel;apple skin,silky;fresh;medium pepper,none,cold-extracted,filtered,0.32,—,Elegant Corfiot oil with herbal lift; shines on steamed vegetables and fish.
INT-000729,Kefalonian Bay • Balıkesir,Balıkesir,İzmir,Taggiasca,2023.9769426323735,EVOO,golden-green,5.841486900663052,3.897467935024483,4.7284075981592295,ripe apple;oregano;almond,round;mildly peppery,none,cold extraction,filtered,0.3677266563000779,—,Island blend leaning ripe and round; table‑friendly and forgiving.
INT-000756,Phthiotis Vale • Umbria,Umbria,Umbria,Mission,2023.9422059351255,EVOO,golden,5.4629342456032415,2.8,3.246527774230563,ripe apple;dried herb;almond,soft;low bitterness;light heat,none,cold extraction,filtered,0.4002061761096972,—,"Gentle mainland blend with friendly, ripe flavor profile."
INT-000074,Mytilene Estate • Mendoza,Mendoza,La Rioja,Leccino,2024.046828836292,EVOO,golden-green,5.822119655189679,4.184985551363583,3.5126545539239094,ripe tomato;oregano;dried fig,rounded;pleasant;light pepper,none,"two-phase, cold",filtered,0.3981180210127579,—,Classically soft Kolovi suitable for mild salads.
INT-000560,Mytilene Estate • Languedoc,Languedoc,Provence,Arbosana,2023.951112441287,EVOO,golden-green,6.170285847533087,4.476592242239873,4.716266236697997,ripe tomato;oregano;dried fig,rounded;pleasant;light pepper,none,"two-phase, cold",filtered,0.37397708133493796,—,Classically soft Kolovi suitable for mild salads.
INT-000300,Corfiot Lianolia • Maule,Maule,Maule,Coratina,2024.0323338276044,EVOO,green-gold,6.614330764227891,4.2949163718184185,4.561501356566974,green walnut;wild fennel;apple skin,silky;fresh;medium pepper,none,cold-extracted,filtered,0.3091651407515623,—,Elegant Corfiot oil with herbal lift; shines on steamed vegetables and fish.
INT-000146,Zakynthos Grove • Catamarca,Catamarca,La Rioja,Leccino,2023.9495818815024,EVOO,green,7.060068093292673,4.5486809740129255,5.168304159295287,green banana;parsley;pepper leaf,fresh;medium body;clean heat,none,two-phase,unfiltered,0.3532148719751769,—,Lively island Koroneiki with green banana and clean peppery lift.
INT-000293,Arcadian Orchard • Irbid,Irbid,Ajloun,Arbequina,2023.958959368987,EVOO,golden,6.718723560345995,4.3368564539424375,4.044792658861733,ripe pear;chamomile;almond,buttery;gentle bitterness,none,cold extraction,filtered,0.411556921732857,—,Approachable blend suited for everyday cooking and baking.
INT-000235,Peloponnesian Grove • Ajloun,Ajloun,Ajloun,Taggiasca,2023.9689548426556,EVOO,deep green-gold,8.329701719131746,6.283675297329176,6.435511030444315,green apple;fresh-cut grass;tomato leaf;artichoke,balanced;slightly peppery;almond finish,none,cold-extracted <27°C,filtered,0.2498568985619413,—,Koroneiki from Messinia with bright green fruitiness and a peppery finish; ideal for salads and grilled fish.
INT-000221,Arcadian Orchard • Beira Interior,Beira Interior,Beira Interior,Mission,2023.97354159575,EVOO,golden,6.580466773098922,3.8504948097886422,4.180951567466659,ripe pear;chamomile;almond,buttery;gentle bitterness,none,cold extraction,filtered,0.4023138616227424,—,Approachable blend suited for everyday cooking and baking.
INT-000451,Zakynthos Grove • Colchagua,Colchagua,Colchagua,Picual,2023.9969206314834,EVOO,green,6.517853378098987,5.268766984301328,5.984083060893671,green banana;parsley;pepper leaf,fresh;medium body;clean heat,none,two-phase,unfiltered,0.28945465457683783,—,Lively island Koroneiki with green banana and clean peppery lift.
INT-000381,Arcadian Orchard • Ribatejo,Ribatejo,Beira Interior,Picual,2024.0139119600467,EVOO,golden,5.5784208705880864,4.496969662737343,4.739631976538172,ripe pear;chamomile;almond,buttery;gentle bitterness,none,cold extraction,filtered,0.38529277337653056,—,Approachable blend suited for everyday cooking and baking.
INT-000133,Peloponnesian Grove • Sfax,Sfax,Sfax,Arbequina,2023.9799685541677,EVOO,deep green-gold,7.496658031228677,6.050784505895656,7.373294671815347,green apple;fresh-cut grass;tomato leaf;artichoke,balanced;slightly peppery;almond finish,none,cold-extracted <27°C,filtered,0.24683075068880672,—,Koroneiki from Messinia with bright green fruitiness and a peppery finish; ideal for salads and grilled fish.
INT-000376,Peloponnesian Grove • Taza,Taza,Marrakech-Safi,Frantoio,2023.9448515575327,EVOO,deep green-gold,8.128460237459763,6.0337555614951395,6.392985033758896,green apple;fresh-cut grass;tomato leaf;artichoke,balanced;slightly peppery;almond finish,none,cold-extracted <27°C,filtered,0.2324193482447747,—,Koroneiki from Messinia with bright green fruitiness and a peppery finish; ideal for salads and grilled fish.
INT-000405,Messinian Classic • New South Wales,New South Wales,Victoria,Hojiblanca,2023.9178406840917,EVOO,green-gold,6.809011526545657,5.909342123595704,6.418744949371815,artichoke;arugula;green almond,assertive;peppery;structured,none,cold-extracted,filtered,0.268812259293249,—,Quintessential Messinian Koroneiki; assertive but balanced; for red sauces and grills.
